                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.2687,                 0.6126,                 1.0482,                0.70023,                0.68516,                 0.6818,                0.31581,                 1.9051,                 1.1001,                 1.4726,             0.00026654,             0.00026654,             0.00026654
                    101,                 1.2315,                0.59908,                 1.0514,                0.72441,                0.68534,                0.70105,                0.32561,                 1.9228,                 1.0554,                  1.473,             0.00026146,             0.00026146,             0.00026146
                    102,                 1.2354,                0.59791,                 1.0482,                0.72704,                 0.7065,                 0.7022,                0.32286,                  1.906,                 1.0694,                 1.4752,             0.00025638,             0.00025638,             0.00025638
                    103,                 1.2335,                0.59628,                 1.0436,                0.72503,                0.68358,                0.68405,                 0.3165,                 1.8985,                 1.1907,                 1.4682,             0.00025131,             0.00025131,             0.00025131
                    104,                 1.2443,                0.59518,                 1.0487,                0.74917,                0.67093,                0.70092,                0.32436,                 1.9192,                 1.1342,                 1.4674,             0.00024623,             0.00024623,             0.00024623
                    105,                 1.2349,                0.59544,                 1.0449,                0.73258,                0.71016,                0.70348,                0.33139,                 1.9215,                 1.1093,                 1.4769,             0.00024116,             0.00024116,             0.00024116
                    106,                 1.2398,                0.59553,                  1.047,                0.73203,                0.67853,                0.68174,                0.31377,                 1.9319,                 1.0921,                  1.489,             0.00023608,             0.00023608,             0.00023608
                    107,                 1.2325,                0.59332,                 1.0426,                0.72401,                0.69212,                0.69359,                0.32241,                 1.9174,                 1.1792,                 1.4769,             0.00023101,             0.00023101,             0.00023101
                    108,                 1.2249,                0.58951,                 1.0445,                0.71644,                0.69806,                0.70085,                0.33013,                 1.9271,                 1.0763,                 1.4964,             0.00022593,             0.00022593,             0.00022593
                    109,                 1.2275,                0.59005,                 1.0389,                0.72833,                0.69062,                0.70252,                0.33177,                 1.9132,                 1.0221,                 1.4659,             0.00022086,             0.00022086,             0.00022086
                    110,                  1.223,                0.59034,                 1.0375,                 0.7216,                0.65578,                0.68827,                 0.3285,                 1.9254,                 1.1103,                 1.4936,             0.00021578,             0.00021578,             0.00021578
                    111,                 1.2403,                0.59435,                  1.041,                0.73291,                0.67596,                 0.6935,                0.32196,                 1.9218,                 1.0746,                 1.4794,             0.00021071,             0.00021071,             0.00021071
                    112,                 1.2179,                0.58807,                 1.0458,                0.70039,                 0.6791,                0.68425,                0.31311,                 1.9315,                 1.1385,                  1.488,             0.00020563,             0.00020563,             0.00020563
                    113,                 1.2388,                0.59706,                 1.0451,                 0.7025,                0.70222,                0.70387,                 0.3228,                 1.9142,                 1.0886,                 1.4691,             0.00020056,             0.00020056,             0.00020056
                    114,                 1.2288,                0.59629,                 1.0388,                0.73674,                0.71385,                0.70554,                0.32649,                 1.9229,                 1.0738,                 1.4904,             0.00019548,             0.00019548,             0.00019548
                    115,                 1.2256,                0.58585,                 1.0346,                0.70131,                0.68893,                0.69356,                0.32411,                 1.9359,                 1.1284,                 1.5045,              0.0001904,              0.0001904,              0.0001904
                    116,                  1.214,                0.58888,                 1.0349,                0.73192,                0.67083,                 0.6846,                0.31932,                  1.941,                 1.1475,                 1.5042,             0.00018533,             0.00018533,             0.00018533
                    117,                 1.2138,                0.58313,                 1.0276,                0.70575,                0.71083,                0.69553,                0.32219,                 1.9239,                 1.0923,                  1.498,             0.00018025,             0.00018025,             0.00018025
